_key,browOuterUpLeft,browOuterUpRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookOutLeft,eyeSquintLeft,eyeSquintRight,mouthPucker,browInnerUp,eyeLookInRight,eyeWideLeft,mouthDimpleRight,mouthFrownLeft,mouthLowerDownRight,mouthRight,mouthRollLower,mouthSmileLeft,mouthSmileRight,mouthUpperUpLeft,mouthUpperUpRight,eyeLookUpLeft,eyeLookUpRight,mouthShrugLower,browDownLeft,browDownRight,eyeLookInLeft,mouthDimpleLeft,mouthPressLeft,jawOpen,mouthPressRight,mouthRollUpper,eyeLookOutRight
img1632.jpg,0.43385860323905945,0.1990933120250702,0.6295596361160278,0.5376509428024292,0.49689415097236633,0.49593040347099304,0.12008490413427353,0.6646850109100342,0.5769848823547363,0.6202343702316284,,,,,,,,,,,,,,,,,,,,,,,,
img2484.jpg,0.4754166305065155,0.2037830948829651,0.7157145738601685,0.7085023522377014,0.8234571218490601,0.8097505569458008,0.21147119998931885,0.6392548084259033,0.48642534017562866,0.4701406955718994,0.5076982975006104,0.2224416583776474,,,,,,,,,,,,,,,,,,,,,,
img9.jpg,,0.6326918601989746,,,0.21567745506763458,0.30994558334350586,0.10696355253458023,,0.5331742763519287,,0.880492091178894,0.29143524169921875,0.15663966536521912,0.350294828414917,0.2680594027042389,0.5018118619918823,0.6067731380462646,0.2528059482574463,0.13248412311077118,0.29778391122817993,0.24032273888587952,0.8763605952262878,,,,,,,,,,,,
img2310.jpg,0.3638089895248413,0.26486995816230774,0.17864660918712616,0.1962169110774994,,0.1003730446100235,,0.5023353099822998,0.401386022567749,0.49759870767593384,0.30721810460090637,,,,,,,,,,,,0.10411710292100906,0.10032031685113907,0.13915063440799713,,,,,,,,,
img40.jpg,,,0.10807077586650848,,,,0.25839993357658386,0.6752026677131653,0.5126341581344604,0.8001667857170105,,0.2369353026151657,,,,,,,,,,,0.3680746555328369,0.3601437211036682,,0.14265480637550354,0.13218098878860474,,,,,,,
img481.jpg,0.4115864038467407,0.29096493124961853,0.18945644795894623,0.22489680349826813,0.14054448902606964,0.14460916817188263,,0.3858986794948578,0.3146078884601593,,0.5778717994689941,0.1049945130944252,,,,,,,,,,,,,,,,,,,,,,
img335.jpg,,,0.2481878399848938,0.2665332853794098,,,0.1046784296631813,0.7211998701095581,0.6795245409011841,0.22419428825378418,,0.12342634797096252,,,,,,,,,,,0.21502381563186646,0.22263987362384796,,,,,,,,,,
img249.jpg,0.16830289363861084,,0.27275097370147705,0.26110243797302246,0.18595924973487854,0.18618831038475037,,0.4465787410736084,0.4312243163585663,0.21935215592384338,,,,,,,,,,,,,,,,,,0.1247783899307251,,,,,,
img44.jpg,0.10103712975978851,0.13605253398418427,0.6159985661506653,0.7460286617279053,0.8033243417739868,0.7786673307418823,0.11792252212762833,0.7366647720336914,0.7263900637626648,,,0.12471792846918106,,,,,,,,,,,,,,,,,0.18903672695159912,0.17348530888557434,,,,
img4176.jpg,0.2699820101261139,0.14626601338386536,0.18141551315784454,0.1626739799976349,0.1850617676973343,0.1970243901014328,0.10327476263046265,0.3801441192626953,0.3441477417945862,0.7712052464485168,0.3863411545753479,,,,,,,,,,,,,,,,,,,,,,,
img806_1.jpg,0.3163532316684723,0.17741598188877106,0.18187545239925385,0.10465969145298004,,,0.1381862908601761,0.5419402122497559,0.3636426329612732,0.6224029064178467,,0.12644581496715546,,,,,,,,,,,0.12237203866243362,0.10875143110752106,,,,,,,,,,
img1330.jpg,0.28068217635154724,0.31835800409317017,0.3783325254917145,0.4101903438568115,0.18602685630321503,0.21372120082378387,0.23944610357284546,0.46651753783226013,0.48013052344322205,0.23198439180850983,0.21174965798854828,0.23726272583007812,,,,,,,,,,,,,,,,,,,,,,
img30.jpg,,,0.25653111934661865,0.2932374179363251,,,,0.46350058913230896,0.3406600058078766,0.11470954865217209,,,,,,,,,,,,,0.1338951140642166,0.12560898065567017,,0.10492341220378876,0.15377181768417358,,,,,,,
img1379.jpg,0.2537836730480194,0.18030287325382233,0.2263571172952652,0.21272696554660797,0.3795689642429352,0.3399510681629181,,0.36361417174339294,0.37312841415405273,,0.21873319149017334,0.10928516089916229,,,,,,,,,,,,,,,,,,,,,,
img949.jpg,0.13709934055805206,0.17510122060775757,0.413164883852005,0.3502289056777954,0.2244490534067154,0.21464580297470093,0.4677070081233978,0.5285283327102661,0.6076809167861938,,0.4291628301143646,0.47770243883132935,,,,,,0.38327962160110474,,,,,,,,,,,,0.577007532119751,0.11088418960571289,0.16380174458026886,0.1007460504770279,
img2177.jpg,,,0.40205493569374084,0.29924899339675903,0.11658398807048798,0.1016426533460617,,0.7355136871337891,0.6671576499938965,,,,,,,,,,,,,,,0.1063808873295784,,,,,,,,,,
img864.jpg,,,0.7156618237495422,0.7792635560035706,0.6726266145706177,0.6252671480178833,,0.6910742521286011,0.4501051902770996,0.14991311728954315,,,,,,,,,,,,,,,,,0.14932793378829956,,,,,,,
