"|","|__browDownLeft","|__browDownRight","|__browInnerUp","|__browOuterUpLeft","|__browOuterUpRight","|__eyeBlinkLeft","|__eyeBlinkRight","|__eyeLookDownLeft","|__eyeLookDownRight","|__eyeLookInLeft","|__eyeLookOutRight","|__eyeLookInRight","|__eyeLookUpRight","|__eyeLookOutLeft","|__eyeLookUpLeft","|__eyeSquintLeft","|__eyeSquintRight","|__mouthDimpleRight","|__mouthFrownLeft","|__mouthFrownRight","|__mouthPressLeft","|__mouthPressRight","|__mouthSmileLeft","|__mouthSmileRight","|__jawOpen","|__mouthPucker","|__mouthShrugLower","|__mouthRollUpper"
"img882.jpg","","","","0.17110353708267212","0.20218153297901154","0.27725058794021606","0.23236846923828125","0.29345208406448364","0.3093423545360565","","","0.19290506839752197","","0.18822328746318817","","0.44654911756515503","0.30734625458717346","","","","","","","","","0.15288889408111572","",""
"img9.jpg","","","0.44399189949035645","0.408639520406723","0.3417937159538269","0.24784110486507416","0.15318672358989716","0.13500595092773438","0.15267176926136017","","","0.2527889311313629","","0.27527883648872375","","0.49461525678634644","0.4203289747238159","","","","","","","","","0.4996749758720398","",""
"img2005.jpg","","","","0.3573164939880371","0.2700731158256531","0.18840265274047852","0.19429954886436462","0.14596138894557953","0.1627606600522995","","","0.20402012765407562","","0.22344519197940826","","0.4174826741218567","0.3788975477218628","","","","","","","","","0.2712932229042053","",""
"img132.jpg","","","0.17668356001377106","0.4377489984035492","0.19501246511936188","0.1449187695980072","0.11395275592803955","0.19595655798912048","0.2793806493282318","0.2520856559276581","0.11446389555931091","","","","","0.5199068784713745","0.27373430132865906","","","","","","","","","0.9751182794570923","",""
"img317.jpg","","","0.5791128277778625","0.5417959690093994","0.29839253425598145","0.3951854705810547","0.4023009240627289","0.3130691945552826","0.3185712993144989","","","0.264462411403656","","0.2742857336997986","","0.6339086890220642","0.5589320063591003","","","","","","","","","0.6721892356872559","",""
"img1433.jpg","","","0.18256515264511108","0.5452287197113037","0.24270157516002655","0.11408361047506332","0.11443120241165161","0.16147634387016296","0.16928523778915405","","","0.21790802478790283","","0.21424922347068787","","0.49385032057762146","0.44776156544685364","","","","","","","","","0.978382408618927","",""
"img592.jpg","","","0.2960076332092285","0.6402086019515991","0.5698325634002686","0.20229347050189972","0.10485905408859253","0.42491018772125244","0.45519962906837463","","","0.14760705828666687","","0.13394233584403992","","0.2909961938858032","0.22376802563667297","","","","","","","","","0.7976396083831787","",""
"img728.jpg","","","0.4272145926952362","0.6300020813941956","0.38245949149131775","0.7074739933013916","0.6236683130264282","0.7639077305793762","0.7617127895355225","","","0.2192172110080719","","0.12151333689689636","","0.7719748020172119","0.5857208371162415","","","","","","","","","0.8908916711807251","",""
"img2069.jpg","","","","","","0.19161593914031982","0.13739413022994995","0.12346017360687256","0.1169896125793457","","","0.11192139983177185","0.10587536543607712","","","0.520110011100769","0.590640664100647","","","","","","","","","0.3486023545265198","",""
"img737.jpg","","","","0.1741591840982437","","0.21089783310890198","0.132877916097641","0.13397489488124847","0.12108294665813446","","","0.10956143587827682","0.10566176474094391","","","0.5185678601264954","0.6212626099586487","","","","","","","","","0.4001999795436859","",""
"img890.jpg","","","0.802346408367157","0.5599629878997803","0.3729611933231354","0.10790916532278061","","0.10195780545473099","0.15014076232910156","","","0.5313500165939331","","0.2307603657245636","0.10272029042243958","0.48111090064048767","0.3545389175415039","","","","","","","","0.15936964750289917","0.9477136135101318","","0.10501161217689514"
"img139.jpg","","","0.21928757429122925","0.4892972707748413","0.19751591980457306","0.268357515335083","0.2303062379360199","0.40451639890670776","0.3777456283569336","","","0.21056194603443146","","0.22442808747291565","","0.39387208223342896","0.4346736669540405","","","","","","","","","0.6221665740013123","",""
"img942.jpg","","","0.7019170522689819","0.4039880335330963","0.19476233422756195","","","","0.1357978731393814","0.13510183990001678","","0.3002915680408478","","","0.1051432266831398","0.36545172333717346","0.2625548243522644","","","","","","","","","0.910950779914856","",""
"img1477.jpg","","","","0.2798551321029663","0.13501176238059998","","","","","","","0.17101801931858063","0.5311094522476196","0.20992273092269897","0.5424478054046631","0.26469525694847107","0.1962151974439621","","","","","","","","","0.9049029350280762","",""
"img1150.jpg","","","0.11538152396678925","0.25974875688552856","0.2053196132183075","","","","","","","0.23709659278392792","0.3642064034938812","0.25262534618377686","0.36196169257164","0.45460817217826843","0.18694835901260376","","","","","","","","","0.8419155478477478","",""
"img2574.jpg","","","","0.31469324231147766","0.12324557453393936","0.7752314805984497","0.7387416958808899","0.8299784660339355","0.8323183059692383","","","0.1587272733449936","","0.15757271647453308","","0.7491549849510193","0.6175156831741333","","","","","","","","","0.7943057417869568","",""
"img1129.jpg","","0.1024271622300148","","","","0.669477105140686","0.6320736408233643","0.536062479019165","0.5163516998291016","","","0.14110521972179413","","0.1474745273590088","","0.8232290744781494","0.7101837992668152","","","","","","","","","0.20762135088443756","",""
"img642.jpg","","","","0.411704957485199","0.33818280696868896","0.179952934384346","0.102791428565979","","","","","0.13086716830730438","0.19596832990646362","0.1387893557548523","0.19034439325332642","0.5746036767959595","0.36084359884262085","","","","","","","","","0.5980181694030762","",""
"img428.jpg","","","0.16896843910217285","0.15959517657756805","0.27323001623153687","0.31562456488609314","0.267906129360199","0.2751832604408264","0.29461488127708435","","","0.17072395980358124","","0.15862031280994415","","0.4634270966053009","0.2781907320022583","","","","","","","","","0.16400612890720367","",""
"img1813.jpg","","","0.7053820490837097","0.5138366222381592","0.2847158908843994","0.4996441900730133","0.4849245548248291","0.49464258551597595","0.5323173999786377","","","0.28145524859428406","","0.14796575903892517","","0.5749668478965759","0.4303329288959503","","","","","","","","","0.9439136385917664","",""
"img2407.jpg","","","","0.3821432888507843","0.22683051228523254","0.6018882989883423","0.2951054275035858","0.307735800743103","0.3045867085456848","","","","","","","0.6152566075325012","0.5115406513214111","","","","","","","","","0.4488772451877594","",""
"img233.jpg","","","0.2379671037197113","0.6611886024475098","0.3317183256149292","","","","","","","0.1367514729499817","0.24316175282001495","0.13373000919818878","0.27709922194480896","0.51401686668396","0.3345651626586914","","","","","","","","","0.7987843751907349","","0.10031717270612717"
"img1296.jpg","","","","","0.17182597517967224","0.23827821016311646","0.20725028216838837","0.2582800090312958","0.26885709166526794","","","0.10822473466396332","","0.10202499479055405","","0.40523165464401245","0.3551810085773468","","","","0.11708620190620422","","","","","","",""
"img207.jpg","","","","","","0.24055813252925873","0.23425044119358063","","","","","","0.19803208112716675","0.10391410440206528","0.2038249671459198","0.5171421766281128","0.3128509223461151","","","","","","","","","0.3838410973548889","",""
"img1414.jpg","","","","","","0.2649593949317932","0.18710507452487946","","","","","","0.15906912088394165","0.10065799206495285","0.13272321224212646","0.5478283166885376","0.49188485741615295","","0.1338803768157959","0.1623479127883911","","","","","","0.43920326232910156","",""
"img164.jpg","0.11821484565734863","0.10643468797206879","","","","","","","","0.45351696014404297","0.45934227108955383","","0.2268444150686264","","0.20068785548210144","0.42986413836479187","0.5242183208465576","","","","","","","","","0.4247276484966278","",""
"img422.jpg","","","0.29488030076026917","0.3626563251018524","0.3208406865596771","0.25729507207870483","0.15131351351737976","0.3284514248371124","0.3585221469402313","","","0.2464129477739334","","0.24156790971755981","","0.24758943915367126","0.3284808099269867","","","","","","","","","0.6263818740844727","",""
"img453.jpg","","","0.3360634446144104","0.16260851919651031","0.19483892619609833","","","0.18262648582458496","0.1876484751701355","","","0.26671159267425537","","0.28977492451667786","","0.37883177399635315","0.3212486207485199","","","","","","","","","0.12644441425800323","0.11214345693588257",""
"img324.jpg","","","","0.1711607426404953","","0.2092648148536682","0.22211076319217682","","","","","0.1829110085964203","0.22732827067375183","0.23650148510932922","0.23644313216209412","0.4480381906032562","0.35049840807914734","","","","","","","","","0.6066092252731323","",""
"img74.jpg","","","","0.2672388553619385","0.16988679766654968","0.672606348991394","0.6333833336830139","0.7207883596420288","0.7134970426559448","","","0.10095731914043427","","","","0.7397053241729736","0.5819076299667358","","","","","","","","","0.46972954273223877","",""
"img1499.jpg","","","0.5876912474632263","","","0.30137503147125244","0.26538583636283875","0.30526071786880493","0.3034239113330841","0.1604268103837967","","","","","","0.4971502125263214","0.47160789370536804","","","","","","","","","0.8592677116394043","",""
"img1703.jpg","","","0.5414488911628723","0.5517469644546509","0.3866378962993622","0.1989174634218216","0.1625708043575287","0.10399002581834793","0.11451368778944016","","","0.12094460427761078","0.10167821496725082","0.1074410006403923","0.1096789538860321","0.6059272289276123","0.38767769932746887","","","","","","","","","0.4713771939277649","",""
"img601.jpg","","","0.3236077129840851","0.3541688919067383","0.17371892929077148","0.16262857615947723","0.10597191005945206","","","","","0.13433575630187988","0.12709109485149384","0.12587250769138336","0.13084059953689575","0.6033987998962402","0.3899080157279968","","","","","","","","","0.4673357307910919","",""
"img1310.jpg","","","0.5630220770835876","0.24260792136192322","0.15591000020503998","","","","0.10690240561962128","0.205860435962677","","","","","","0.4602400064468384","0.20554813742637634","","","","","","","","","0.9243090152740479","",""
"img1537.jpg","","","0.12649410963058472","0.3375963866710663","0.2310582995414734","0.2946813404560089","0.19245751202106476","0.3741488754749298","0.38137224316596985","","","","","","","0.39287981390953064","0.3999590277671814","","","","","","","","","0.605705738067627","",""
"img280.jpg","","","0.23971624672412872","0.13338690996170044","","","","0.11514931172132492","0.10735049098730087","","","","0.10325708240270615","","","0.5363311767578125","0.4368751347064972","","","","","","","","","","",""
"img185.jpg","","","0.31587129831314087","0.3379850685596466","0.297740638256073","0.15579339861869812","","0.1253863424062729","0.12890487909317017","","","0.16108198463916779","","0.14689303934574127","","0.3940480351448059","0.2993239164352417","","","","","","","","","0.14441896975040436","",""
"img577.jpg","","","","0.12623333930969238","0.18990477919578552","0.2139524221420288","0.17278829216957092","0.173244446516037","0.1949557512998581","","","0.218142569065094","","0.22743865847587585","","0.4402070939540863","0.2796148359775543","","","","","","","","","0.1221550852060318","",""
"img1048.jpg","0.18446284532546997","0.12749578058719635","","","","0.13535022735595703","0.10554997622966766","","","","","","0.2618236839771271","","0.2538676857948303","0.700515627861023","0.567350447177887","","","","","","","","0.1155674085021019","0.767346203327179","",""
"img262.jpg","0.1262875199317932","","","","","0.10918507725000381","0.1606699824333191","0.18745246529579163","0.2255369871854782","","","0.11741147935390472","","0.12528029084205627","","0.7008069753646851","0.27870839834213257","0.20150749385356903","","","0.23266759514808655","0.1450391560792923","0.44598323106765747","0.4760010242462158","","","",""
"img1504.jpg","","","0.13296224176883698","0.35792723298072815","0.16509702801704407","0.8070603609085083","0.7207173109054565","0.8747968673706055","0.8798991441726685","","","0.16277195513248444","","0.12580588459968567","","0.6660847663879395","0.52704918384552","","","","","","","","","0.7224346995353699","",""
