"|","|__browDownLeft","|__browDownRight","|__browInnerUp","|__browOuterUpLeft","|__browOuterUpRight","|__eyeBlinkLeft","|__eyeBlinkRight","|__eyeLookDownLeft","|__eyeLookDownRight","|__eyeLookInLeft","|__eyeLookOutRight","|__eyeLookInRight","|__eyeLookUpRight","|__eyeLookOutLeft","|__eyeLookUpLeft","|__eyeSquintLeft","|__eyeSquintRight","|__mouthDimpleRight","|__mouthFrownLeft","|__mouthFrownRight","|__mouthPressLeft","|__mouthPressRight","|__mouthSmileLeft","|__mouthSmileRight","|__jawOpen","|__mouthPucker","|__mouthShrugLower","|__mouthRollUpper"
"img253.jpg","","","0.2789936363697052","0.5361103415489197","0.21496489644050598","0.5970339775085449","0.47470101714134216","0.6548503637313843","0.6901614665985107","0.18060550093650818","","0.109672412276268","","","","0.7202074527740479","0.5847763419151306","","","","","","","","","0.9657590985298157","",""
"img738 (2).jpg","0.15133877098560333","0.10136018693447113","","","","0.2912282645702362","0.20604488253593445","","0.10448744148015976","0.10042186081409454","","","0.13767878711223602","","0.12928704917430878","0.7495101690292358","0.6992502212524414","","","","","","","","","0.2744065523147583","",""
"img802.jpg","","","0.10041417926549911","0.4547478258609772","0.17844879627227783","0.3646182417869568","0.3340725898742676","0.3424932658672333","0.3287322223186493","","","0.17215172946453094","","0.18108324706554413","","0.4665095806121826","0.4755079746246338","","","","","","","","","0.4102897346019745","",""
"img722.jpg","0.11014582216739655","","","","","0.2788820266723633","0.19525140523910522","","0.10028485208749771","","","0.11923875659704208","0.12578530609607697","0.12533846497535706","0.127969428896904","0.6967225670814514","0.5400602221488953","","","","","","","","0.11118325591087341","0.5364648103713989","",""
"img1802.jpg","","","0.5052005052566528","0.5533881187438965","0.2455943524837494","0.18846851587295532","0.13846787810325623","0.1799040287733078","0.17743365466594696","","","0.1494133323431015","","0.1327764242887497","","0.35642483830451965","0.3813430666923523","","","","","","","","","0.7489223480224609","",""
"img2827.jpg","","","","0.42333701252937317","0.23816023766994476","0.654761552810669","0.3045876622200012","0.3475518822669983","0.3542211949825287","","","","","","","0.62032151222229","0.5054343342781067","","","","","","","","","0.5432838201522827","",""
"img543.jpg","","","0.17582930624485016","","","0.4725627601146698","0.3036178946495056","0.3917802572250366","0.3694014847278595","","","0.25540101528167725","","0.27818694710731506","","0.5091530084609985","0.49459972977638245","","","","","","","","","","",""
"img2579.jpg","","","","","","0.11684785783290863","","","","","","","0.3181076645851135","","0.32305747270584106","0.46816614270210266","0.440957635641098","","","","","","","","","0.23685882985591888","",""
"img3298.jpg","","","","","","0.14636152982711792","0.1273486167192459","0.1275215893983841","0.13678745925426483","","","0.10654786229133606","","","","0.4632229804992676","0.39821135997772217","","","","","","","","","0.3594994843006134","",""
"img1156.jpg","","","0.10260333120822906","0.31478622555732727","0.2776036560535431","0.13445456326007843","0.14193089306354523","0.12181756645441055","0.1455596387386322","","","0.3043633699417114","","0.3413297235965729","","0.5700246691703796","0.42680397629737854","","","","","","","","","","",""
"img3554.jpg","","","0.4665044844150543","0.245957612991333","0.1714656949043274","","","","","0.16085930168628693","","","0.13262566924095154","","0.11960435658693314","0.4267817735671997","0.30881235003471375","","","","","","","","","0.8600583076477051","",""
"img364.jpg","","","0.335860937833786","0.3584219515323639","0.1940157115459442","0.11999392509460449","0.12262764573097229","0.10398183017969131","0.12085651606321335","","","0.10171327739953995","","","0.103537917137146","0.6184682846069336","0.42907261848449707","","","","","","","","","0.5335073471069336","",""
"img749.jpg","","","","0.158471941947937","0.12560079991817474","0.20465868711471558","0.2278800904750824","0.11827000230550766","0.13871242105960846","","","0.14230388402938843","","0.14745689928531647","","0.5956732034683228","0.4999295473098755","","","","","","0.5435532331466675","0.575715959072113","","","",""
"img2276.jpg","","","","0.18601387739181519","0.14172348380088806","","","","0.12599699199199677","","","","","","","0.4221592843532562","0.1375732421875","","","","","","","","","0.9529489278793335","",""
"img343.jpg","","","","","","0.23376435041427612","0.14677764475345612","0.1330839991569519","0.1517258584499359","","","0.1035519540309906","","0.11544931679964066","","0.5566787719726562","0.5480363368988037","","","","","","","","","0.9049082398414612","",""
"img1731.jpg","0.19659964740276337","","","","","0.26490652561187744","0.19514770805835724","0.1331339329481125","0.16070961952209473","0.13847105205059052","0.1379001885652542","","","","","0.7687225341796875","0.5812550783157349","","","","","","","","","0.5437021255493164","",""
"img345.jpg","","","","0.21999748051166534","","0.32080286741256714","0.21439889073371887","0.28910261392593384","0.2952967584133148","","","0.10282595455646515","","","","0.42306360602378845","0.40785476565361023","","","","","","","","","0.5431988835334778","",""
"img105.jpg","","","0.14904582500457764","0.2182658314704895","0.10065557807683945","0.12511366605758667","","0.1756722778081894","0.19681628048419952","","","","","","","0.4053298532962799","0.3315034806728363","","","","","","","","0.1617431938648224","0.11589124798774719","",""
"img1905.jpg","","","0.11033490300178528","0.2025141417980194","","0.31066378951072693","0.2776874899864197","0.11531079560518265","0.12239987403154373","","","0.21713438630104065","","0.2150130420923233","","0.6857649087905884","0.5078054666519165","","","","","","","","","0.594441294670105","",""
"img1697.jpg","","","0.16535206139087677","0.3922220468521118","0.2855694591999054","0.6124829053878784","0.40870434045791626","0.5732394456863403","0.6110495924949646","","","","","","","0.4118416905403137","0.47064945101737976","","","","","","","","","0.5517891645431519","",""
"img170.jpg","","","0.26022812724113464","0.21129994094371796","","0.12383092939853668","0.11231505870819092","0.12294012308120728","0.12198678404092789","0.10696437954902649","0.1106843650341034","","","","","0.5742139220237732","0.4706019461154938","","","","","","","","","0.43654584884643555","",""
"img669.jpg","","","0.6344324350357056","0.35405564308166504","0.1783791184425354","","","","0.13900946080684662","0.13028644025325775","","0.29469287395477295","","","","0.3300946354866028","0.18725594878196716","","","","","","","","","0.8923417925834656","",""
"img331.jpg","","","0.4728781580924988","0.4621318578720093","0.31404680013656616","","","","","","","0.12430916726589203","0.15924367308616638","","0.15847966074943542","0.2747259736061096","0.16538918018341064","","","","","","","","","0.8976924419403076","",""
"img1676.jpg","","","0.4111141264438629","0.4288359582424164","0.3238483965396881","0.20268644392490387","0.1356775313615799","0.11405915021896362","0.1208687499165535","","","0.1049073338508606","","","","0.3777531683444977","0.33992233872413635","","","","","","","","","0.5258278846740723","",""
"img1286.jpg","","","0.32064008712768555","0.6758551597595215","0.6990275382995605","0.3127490282058716","0.15635713934898376","0.4759301245212555","0.502718448638916","","","0.14064344763755798","","0.11154336482286453","","0.281039834022522","0.30451515316963196","","","","","","","","","0.793177604675293","",""
"img2216.jpg","","","0.13993136584758759","0.4840517044067383","0.23533667623996735","0.16509383916854858","0.15098318457603455","0.20592625439167023","0.22456835210323334","","","","","","","0.4933781325817108","0.42274031043052673","","","","","","","","","0.9651815295219421","",""
"img2024.jpg","","","0.5416383743286133","0.11891327053308487","0.10618449747562408","","","","","","","0.11655212938785553","0.2201453000307083","0.12048160284757614","0.19221605360507965","0.49070289731025696","0.46339884400367737","","","","","","","","","0.8391655683517456","",""
"img3281.jpg","","","","","0.11487998068332672","0.1119035929441452","","","","","","0.13404488563537598","0.11829235404729843","0.1344762146472931","0.12671470642089844","0.48035892844200134","0.2820259630680084","","","","","","","","","0.4252973198890686","",""
"img894.jpg","","","","0.1685601770877838","","0.8407837152481079","0.7439491152763367","0.8457730412483215","0.8562108278274536","","","0.1726323515176773","","0.16075606644153595","","0.7206925749778748","0.6324118375778198","","","","","","","","","0.8256133794784546","",""
"img2542.jpg","","","","0.16622377932071686","0.11597780138254166","0.2837376296520233","0.28114765882492065","0.3039103150367737","0.3093756139278412","","","","","","","0.3802311420440674","0.42020314931869507","","","","","","","","","0.8055294156074524","",""
"img1579.jpg","","","0.3598831295967102","0.1333676129579544","","0.16954873502254486","0.1447213888168335","","","","","0.16612184047698975","0.13483205437660217","0.15710245072841644","0.11974675208330154","0.5448046922683716","0.49044492840766907","","","","","","","","","","",""
"img464.jpg","","","","0.21290335059165955","0.12230508774518967","0.2504774332046509","0.15834200382232666","0.3903753459453583","0.3992062509059906","","","0.11073260754346848","","","","0.42221811413764954","0.40573444962501526","","","","","","","","","0.9447740316390991","",""
"img1820_1.jpg","","","0.6175357103347778","0.3058260977268219","0.18516676127910614","0.13163228332996368","","","0.10212265700101852","0.1460093855857849","","","","","0.10104634612798691","0.4803575575351715","0.30765968561172485","","","","","","","","","0.9207590818405151","",""
"img2101.jpg","","","","0.21631988883018494","0.10587919503450394","0.16739238798618317","0.10459084808826447","0.28197064995765686","0.26976022124290466","0.13917218148708344","0.14775016903877258","","","","","0.3958348333835602","0.3562432825565338","","","","","","","","","0.9462548494338989","",""
"img4417.jpg","","","0.5973191261291504","0.42766237258911133","0.38102418184280396","","","0.2762211561203003","0.24013201892375946","0.1392008364200592","","0.20281819999217987","","","","0.41128063201904297","0.26138636469841003","","","","","","","","0.21365927159786224","0.8957024812698364","",""
"img1580.jpg","","","0.5685998797416687","0.8917289972305298","0.8291608095169067","0.30315059423446655","0.3152836561203003","0.3837001323699951","0.3902626037597656","","","0.21820293366909027","","0.21812672913074493","","0.2952038049697876","0.29636698961257935","","","","","","","","","0.46515363454818726","",""
"img191.jpg","","","0.878616452217102","0.8314446210861206","0.6987252235412598","0.3334331214427948","0.21765877306461334","0.47302934527397156","0.476148784160614","0.1564968079328537","0.10074310749769211","","","","","0.3673388361930847","0.35324451327323914","","","","","","","","","0.7422388792037964","",""
"img12.jpg","","","0.4250302314758301","0.40476760268211365","0.1437215358018875","","","0.27731969952583313","0.25257429480552673","","","","","","","0.485594242811203","0.42850956320762634","","","","","","","","","0.5973706245422363","",""
"img576.jpg","","","","0.4461686313152313","0.4009072184562683","0.11428417265415192","","0.34799349308013916","0.3731173574924469","0.10132123529911041","","","","","","0.24682849645614624","0.23496058583259583","","","","","","","","","0.8830118775367737","",""
"img3055.jpg","","","0.765428900718689","0.5792708396911621","0.3754788637161255","","","0.11292068660259247","0.1395990550518036","","","0.327536016702652","","","","0.30558791756629944","0.25215670466423035","","","","","","","","0.17123454809188843","0.8784685730934143","",""
"img92.jpg","","","0.36785897612571716","0.5202106237411499","0.42798319458961487","0.434329092502594","0.3194566071033478","0.4641224443912506","0.45991140604019165","","","","","","","0.4392101466655731","0.2941194176673889","","","","","","","","","0.4581654667854309","",""
"img1316.jpg","","","","0.2646387219429016","0.21683919429779053","0.2372932732105255","0.11658568680286407","0.35816702246665955","0.3567495346069336","0.15517185628414154","0.14976537227630615","","","","","0.3035675585269928","0.3940195143222809","","","","","","","","","0.900883138179779","",""
"img1439.jpg","","","0.22759008407592773","0.7576160430908203","0.644237756729126","0.17541074752807617","","0.4963459372520447","0.5226973295211792","","","0.18199384212493896","","0.177125483751297","","0.23577716946601868","0.18583464622497559","","","","","","","","","0.9140422940254211","",""
"img389.jpg","","","0.17552128434181213","0.5244988203048706","0.3063872456550598","0.2289280891418457","0.22138237953186035","0.17758743464946747","0.20554153621196747","","","","","","","0.5765652060508728","0.34310129284858704","","","","","","","","","0.9729792475700378","",""
"img1662.jpg","","","","0.2822319269180298","0.3068634569644928","0.25975972414016724","0.24455340206623077","0.3230128288269043","0.3270593285560608","","","0.16382645070552826","","0.16349267959594727","","0.368304580450058","0.2608174681663513","","","","","","","","","0.20937630534172058","",""
"img3179.jpg","","","0.41993412375450134","0.5786190032958984","0.4303323030471802","0.1437631994485855","","0.42502906918525696","0.43377000093460083","","","0.13310085237026215","","","","0.29560786485671997","0.18850287795066833","","","","","","","","","0.911880373954773","",""
"img1752.jpg","","","0.1271131932735443","0.36625611782073975","0.21442657709121704","0.7992572784423828","0.7681393623352051","0.8779579401016235","0.8811946511268616","","","0.19718293845653534","","0.18004943430423737","","0.7270272970199585","0.5448883771896362","","","","","","","","","0.8194790482521057","",""
"img1998.jpg","","","0.5786336660385132","0.28181254863739014","0.166889488697052","0.10408312827348709","","","","0.16476409137248993","","0.1043049767613411","","","0.11283233761787415","0.4647797644138336","0.2992698848247528","","","","","","","","","0.8822226524353027","",""
"img1321.jpg","","","","0.16521091759204865","0.17432227730751038","","","0.1690325140953064","0.17828717827796936","","","0.10058308392763138","","","","0.41061165928840637","0.31963682174682617","","","","","","","","","0.4959760010242462","",""
"img146.jpg","","","","0.4818117618560791","0.21415242552757263","","","","","","","","0.1314128190279007","0.1196458712220192","0.1427835375070572","0.5497215986251831","0.30678611993789673","","","","","","","","","","",""
"img869.jpg","","","0.12938280403614044","0.48354917764663696","0.20587004721164703","0.24050353467464447","0.30093443393707275","0.23429247736930847","0.25651299953460693","","","0.16364914178848267","","0.17678281664848328","","0.5535895824432373","0.40896114706993103","","","","","","","","","0.9745290875434875","",""
"img1902.jpg","","","","0.43682292103767395","0.30274224281311035","0.1737852841615677","0.19228236377239227","0.17503806948661804","0.1905130296945572","","","0.15480400621891022","","0.16403533518314362","","0.41747039556503296","0.35980767011642456","","","","","","","","","0.3503186106681824","",""
"img456.jpg","","","","","","0.19622990489006042","0.13769134879112244","0.10246039927005768","","0.11032120883464813","0.12332095950841904","","0.12018923461437225","","0.11494232714176178","0.4297472834587097","0.4516531825065613","","","","0.5140928626060486","0.5933167338371277","","","","","",""
"img241.jpg","","","0.8041665554046631","0.678910493850708","0.6676127910614014","0.22923977673053741","","0.2036125808954239","0.19226597249507904","0.1841685026884079","0.1141330897808075","","","","","0.3926405608654022","0.4443875849246979","","","","","","","","","0.3706437647342682","",""
"img643.jpg","","","0.19847415387630463","0.42442071437835693","0.27093273401260376","0.7245548963546753","0.6325572729110718","0.8120726346969604","0.8252003192901611","","","0.2138403356075287","","0.18159542977809906","","0.6566923260688782","0.5340679883956909","","","","","","","","","0.8541068434715271","",""
"img753_1.jpg","0.2038893848657608","","","","","0.2537701427936554","0.18341708183288574","","","","","0.1658591479063034","0.14340275526046753","0.18967296183109283","0.15117788314819336","0.7926378846168518","0.615152895450592","","","","","","","","","0.6005815267562866","",""
"img388.jpg","","","0.29737985134124756","0.3471558392047882","0.15596798062324524","0.10731690376996994","0.11742085963487625","0.10091512650251389","0.1213347464799881","","","0.11980605870485306","","","0.10756465792655945","0.6037567853927612","0.4219556450843811","","","","","","","","","0.5085654854774475","",""
"img33.jpg","","","0.5068864822387695","0.5080691576004028","0.3465699255466461","0.21883437037467957","0.13468313217163086","0.2786876857280731","0.2718537151813507","","","0.10573945194482803","","","","0.32232844829559326","0.3267790973186493","","","","","","","","","0.7158132791519165","",""
